11495,Santa Clara,2014-03-14 02:05:27.263,null,1,4,0,0.16,0.26,0.08,0.18,0
18401,Santa Clara,2014-03-14 02:05:27.278,null,8,4,2,1.32,1.92,0.64,0.18,1.1
96826,Santa Clara,2014-03-14 02:07:27.689,null,1,4,0,0.16,0.26,0.08,0.18,0
76695,Santa Clara,2014-03-14 02:07:27.704,null,8,4,2,1.32,1.92,0.64,0.18,1.1
83175,Santa Clara,2014-03-14 02:07:50.698,null,1,4,0,0.16,0.26,0.08,0.18,0
63941,Santa Clara,2014-03-14 02:07:50.712,null,8,4,2,1.32,1.92,0.64,0.18,1.1
22980,Santa Clara,2014-03-14 02:08:53.001,null,1,4,0,0.16,0.26,0.08,0.18,0
36879,Santa Clara,2014-03-14 02:08:53.016,null,8,4,2,1.32,1.92,0.64,0.18,1.1
94444,Santa Clara,2014-03-14 02:10:37.786,null,3,0,0,0.12,0.24,0.24,0,0
36879,Santa Clara,2014-03-14 02:10:47.011,null,11,4,2,1.44,2.16,0.88,0.18,1.1
36879,Santa Clara,2014-03-14 02:10:49.443,null,2,0,0,0.08,0.16,0.16,0,0
36879,Santa Clara,2014-03-14 02:10:56.821,null,0,1,2,0.91,1.14,0,0.04,1.1
36879,Santa Clara,2014-03-14 02:11:03.556,null,5,0,0,0.2,0.4,0.4,0,0
36879,Santa Clara,2014-03-14 02:11:07.334,null,0,6,0,0.18,0.27,0,0.27,0
36879,Santa Clara,2014-03-14 02:11:12.177,null,6,0,0,0.24000000000000002,0.48,0.48,0,0
24428,Santa Clara,2014-03-14 12:50:00.506,null,1,4,0,0.16,0.26,0.08,0.18,0
48168,Santa Clara,2014-03-14 12:50:00.611,null,8,4,2,1.32,1.92,0.64,0.18,1.1
47991,Santa Clara,2014-03-14 12:50:33.461,null,7,11,0,0.6100000000000001,1.06,0.56,0.49,0
47991,Santa Clara,2014-03-14 12:51:03.591,null,6,0,0,0.24000000000000002,0.48,0.48,0,0
47991,Santa Clara,2014-03-14 12:51:07.196,null,0,6,0,0.18,0.27,0,0.27,0
47991,Santa Clara,2014-03-14 12:51:41.978,null,3,0,0,0.12,0.24,0.24,0,0
47991,Santa Clara,2014-03-14 12:51:51.963,null,0,4,0,0.12,0.18,0,0.18,0
24428,Santa Clara,2014-03-14 12:53:26.977,null,5,4,0,0.32,0.58,0.4,0.18,0
24428,Santa Clara,2014-03-14 12:53:33.87,null,0,7,0,0.21,0.32,0,0.32,0
24428,Santa Clara,2014-03-14 12:53:39.637,null,4,0,0,0.16,0.32,0.32,0,0
48168,Santa Clara,2014-03-14 12:55:22.182,null,10,4,2,1.4,2.08,0.8,0.18,1.1
40168,Santa Clara,2014-03-14 13:49:26.597,null,1,4,0,0.16,0.26,0.08,0.18,0
38306,Santa Clara,2014-03-14 13:49:26.629,null,8,4,2,1.32,1.92,0.64,0.18,1.1
65206,Santa Clara,2014-03-14 16:14:18.705,null,1,4,0,0.16,0.26,0.08,0.18,0
29269,Santa Clara,2014-03-14 16:14:18.723,null,8,4,2,1.32,1.92,0.64,0.18,1.1
98759,Santa Clara,2014-03-14 16:16:03.317,null,6,0,0,0.24000000000000002,0.48,0.48,0,0
98759,Santa Clara,2014-03-14 16:18:33.295,null,3,11,0,0.45000000000000007,0.73,0.24,0.49,0
98759,Santa Clara,2014-03-14 16:18:44.401,null,8,0,0,0.32,0.64,0.64,0,0
98759,Santa Clara,2014-03-14 16:18:57.674,null,0,0,19,8.360000000000003,10.45,0,0,10.45
98759,Santa Clara,2014-03-14 16:19:06.617,null,0,0,2,0.88,1.1,0,0,1.1
98759,Santa Clara,2014-03-14 16:19:14.231,2014-03-14 16:19:09.605,10,0,0,0.39999999999999997,0.8,0.8,0,0
65206,Santa Clara,2014-03-14 16:19:20.834,null,3,4,0,0.24,0.42,0.24,0.18,0
57202,Santa Clara,2014-03-14 16:20:55.607,null,1,4,0,0.16,0.26,0.08,0.18,0
72601,Santa Clara,2014-03-14 16:20:55.623,null,8,4,2,1.32,1.92,0.64,0.18,1.1
53352,Santa Clara,2014-03-14 16:21:21.329,null,1,0,0,0.04,0.08,0.08,0,0
53352,Santa Clara,2014-03-14 16:21:24.866,null,0,3,0,0.09,0.14,0,0.14,0
43417,Santa Clara,2014-03-14 16:24:29.986,null,1,4,0,0.16,0.26,0.08,0.18,0
36466,Santa Clara,2014-03-14 16:24:30.001,null,8,4,2,1.32,1.92,0.64,0.18,1.1
12680,Santa Clara,2014-03-14 16:26:00.087,null,5,0,0,0.2,0.4,0.4,0,0
12680,Santa Clara,2014-03-14 16:26:03.691,null,0,6,0,0.18,0.27,0,0.27,0
49800,Santa Clara,2014-03-14 16:28:50.415,null,1,4,0,0.16,0.26,0.08,0.18,0
10985,Santa Clara,2014-03-14 16:28:50.43,null,8,4,2,1.32,1.92,0.64,0.18,1.1
98477,Santa Clara,2014-03-14 16:31:04.754,null,1,4,0,0.16,0.26,0.08,0.18,0
40784,Santa Clara,2014-03-14 16:31:04.768,null,8,4,2,1.32,1.92,0.64,0.18,1.1
39038,Santa Clara,2014-03-14 16:31:27.228,null,1,4,0,0.16,0.26,0.08,0.18,0
88432,Santa Clara,2014-03-14 16:31:27.243,null,8,4,2,1.32,1.92,0.64,0.18,1.1
85006,Santa Clara,2014-03-14 16:33:14.18,null,1,4,0,0.16,0.26,0.08,0.18,0
43309,Santa Clara,2014-03-14 16:33:14.194,null,8,4,2,1.32,1.92,0.64,0.18,1.1
62357,Santa Clara,2014-03-14 16:33:36.08,null,4,0,0,0.16,0.32,0.32,0,0
62357,Santa Clara,2014-03-14 16:33:39.299,null,0,4,0,0.12,0.18,0,0.18,0
62357,Santa Clara,2014-03-14 16:33:47.601,null,4,0,0,0.16,0.32,0.32,0,0
62357,Santa Clara,2014-03-14 16:33:53.521,null,0,5,0,0.15,0.22,0,0.22,0
62357,Santa Clara,2014-03-14 16:49:21.208,null,15,9,0,0.87,1.6,1.2,0.4,0
62357,Santa Clara,2014-03-14 16:50:09.817,null,20,11,0,1.1300000000000003,2.1,1.6,0.49,0
62357,Santa Clara,2014-03-14 16:50:29.383,null,5,0,0,0.2,0.4,0.4,0,0
62357,Santa Clara,2014-03-14 16:50:35.541,null,3,0,0,0.12,0.24,0.24,0,0
62357,Santa Clara,2014-03-14 16:50:38.853,null,0,1,0,0.03,0.04,0,0.04,0
62357,Santa Clara,2014-03-14 16:50:41.418,null,1,0,0,0.04,0.08,0.08,0,0
58828,Santa Clara,2014-03-14 16:56:09.999,null,1,4,0,0.16,0.26,0.08,0.18,0
35152,Santa Clara,2014-03-14 16:56:10.029,null,8,4,2,1.32,1.92,0.64,0.18,1.1
74034,Santa Clara,2014-03-14 16:56:16.101,null,3,0,0,0.12,0.24,0.24,0,0
74034,Santa Clara,2014-03-14 16:56:20.034,null,0,4,0,0.12,0.18,0,0.18,0
74034,Santa Clara,2014-03-14 16:56:41.066,null,4,0,0,0.16,0.32,0.32,0,0
74034,Santa Clara,2014-03-14 16:56:53.993,null,0,4,0,0.12,0.18,0,0.18,0
74034,Santa Clara,2014-03-14 16:57:05.865,null,6,0,0,0.24000000000000002,0.48,0.48,0,0
74034,Santa Clara,2014-03-14 16:57:16.509,null,27,15,0,1.5300000000000005,2.84,2.16,0.67,0
74034,Santa Clara,2014-03-14 16:57:21.221,null,12,0,0,0.4799999999999999,0.96,0.96,0,0
74034,Santa Clara,2014-03-14 16:57:24.356,null,0,3,0,0.09,0.14,0,0.14,0
74034,Santa Clara,2014-03-14 16:57:28.433,null,2,0,0,0.08,0.16,0.16,0,0
74034,Santa Clara,2014-03-14 16:57:34.3,null,2,0,0,0.08,0.16,0.16,0,0
10249,Santa Clara,2014-03-14 17:13:16.977,null,1,4,0,0.16,0.26,0.08,0.18,0
82761,Santa Clara,2014-03-14 17:13:16.992,null,8,4,2,1.32,1.92,0.64,0.18,1.1
59263,Santa Clara,2014-03-14 17:13:22.819,null,2,2,0,0.14,0.25,0.16,0.09,0
59263,Santa Clara,2014-03-14 17:13:45.805,null,4,0,0,0.16,0.32,0.32,0,0
59263,Santa Clara,2014-03-14 17:13:48.838,null,0,0,0,0.0,0,0,0,0
59263,Santa Clara,2014-03-14 17:13:52.879,null,0,0,0,0.0,0,0,0,0
59263,Santa Clara,2014-03-14 17:13:57.081,null,4,0,0,0.16,0.32,0.32,0,0
59263,Santa Clara,2014-03-14 17:14:04.045,null,0,5,0,0.15,0.22,0,0.22,0
59263,Santa Clara,2014-03-14 17:14:10.048,null,0,3,0,0.09,0.14,0,0.14,0
61852,Santa Clara,2014-03-14 17:23:20.653,null,1,4,0,0.16,0.26,0.08,0.18,0
49979,Santa Clara,2014-03-14 17:23:20.667,null,8,4,2,1.32,1.92,0.64,0.18,1.1
95940,Santa Clara,2014-03-14 17:23:48.141,null,0,0,23,10.120000000000001,12.65,0,0,12.65
95940,Santa Clara,2014-03-14 17:23:57.907,2014-03-14 17:23:54.917,4,0,0,0.16,0.32,0.32,0,0
24494,Santa Clara,2014-03-14 17:40:02.117,null,1,4,0,0.16,0.26,0.08,0.18,0
71239,Santa Clara,2014-03-14 17:40:02.131,null,8,4,2,1.32,1.92,0.64,0.18,1.1
75861,Santa Clara,2014-03-14 17:40:24.508,null,0,2,0,0.06,0.09,0,0.09,0
75861,Santa Clara,2014-03-14 17:41:36.689,null,0,0,3,1.32,1.65,0,0,1.65
73925,Santa Clara,2014-03-14 18:10:34.389,null,1,4,0,0.16,0.26,0.08,0.18,0
10062,Santa Clara,2014-03-14 18:10:34.422,null,8,4,2,1.32,1.92,0.64,0.18,1.1
89574,Santa Clara,2014-03-14 18:13:01.628,null,28,36,0,2.200000000000001,3.86,2.24,1.62,0
73925,Santa Clara,2014-03-14 18:13:25.383,null,7,4,0,0.4,0.74,0.56,0.18,0
89574,Santa Clara,2014-03-14 18:14:32.87,null,4,0,0,0.16,0.32,0.32,0,0
89574,Santa Clara,2014-03-14 18:15:32.391,null,0,0,9,3.96,4.95,0,0,4.95
89574,Santa Clara,2014-03-14 18:15:57.205,null,0,0,9,3.96,4.95,0,0,4.95
89574,Santa Clara,2014-03-14 18:16:21.769,2014-03-14 18:16:10.628,7,0,0,0.28,0.56,0.56,0,0
89574,Santa Clara,2014-03-14 18:18:01.917,2014-03-14 18:16:10.628,7,0,0,0.28,0.7,0.7,0,0
11981,Santa Clara,2014-03-14 18:20:29.333,null,1,4,0,0.16,0.26,0.08,0.18,0
83880,Santa Clara,2014-03-14 18:20:29.348,null,8,4,2,1.32,1.92,0.64,0.18,1.1
43707,Santa Clara,2014-03-14 18:43:10.559,null,1,4,0,0.16,0.26,0.08,0.18,0
99840,Santa Clara,2014-03-14 18:43:10.575,null,8,4,2,1.32,1.92,0.64,0.18,1.1
96361,Santa Clara,2014-03-14 18:53:41.583,null,1,4,0,0.16,0.26,0.08,0.18,0
97618,Santa Clara,2014-03-14 18:53:41.598,null,8,4,2,1.32,1.92,0.64,0.18,1.1
90633,Santa Clara,2014-03-14 18:53:55.076,null,2,0,0,0.08,0.16,0.16,0,0
14151,Santa Clara,2014-03-16 17:10:12.873,null,1,4,0,0.16,0.26,0.08,0.18,0
14152,Santa Clara,2014-03-16 17:10:13.05,null,8,4,2,1.32,1.92,0.64,0.18,1.1
14150,Santa Clara,2014-03-16 17:10:31.925,null,2,0,0,0.08,0.16,0.16,0,0
